,E,inter_para_1,inter_para_2,inter_para_3,inter_para_4,inter_para_5
0,159.81272888183594,-37.83274841308594,1.6432942152023315,4.103204727172852,-5.712347507476807,-1.3579201698303223
1,148.2500762939453,-34.583248138427734,1.4054781198501587,3.624678611755371,-4.800253391265869,-1.468432903289795
2,161.8563995361328,-37.686805725097656,1.5178439617156982,3.904587507247925,-5.182689189910889,-1.5456243753433228
3,168.73175048828125,-39.26067352294922,1.5591778755187988,4.035204887390137,-5.377522945404053,-1.5917744636535645
4,182.26246643066406,-42.378387451171875,1.6181243658065796,4.2773213386535645,-5.772366046905518,-1.693532109260559
5,148.02142333984375,-34.52250289916992,1.3954410552978516,3.609532356262207,-4.79024600982666,-1.4767720699310303
6,161.62767028808594,-37.62370300292969,1.508180022239685,3.889843702316284,-5.170773506164551,-1.5531573295593262
7,168.5030975341797,-39.19650650024414,1.5497040748596191,4.020681858062744,-5.364706516265869,-1.5989787578582764
8,175.0994415283203,-40.71186447143555,1.5816688537597656,4.140995502471924,-5.554161548614502,-1.646731972694397
9,182.0338134765625,-42.31262969970703,1.6090867519378662,4.263277053833008,-5.758158206939697,-1.7002735137939453
10,147.8682861328125,-34.48185348510742,1.3886584043502808,3.5993642807006836,-4.7836079597473145,-1.4823559522628784
11,161.4745330810547,-37.581478118896484,1.501657247543335,3.8799455165863037,-5.1628618240356445,-1.5581858158111572
12,168.34991455078125,-39.15355682373047,1.543318510055542,4.010934352874756,-5.35618782043457,-1.6037826538085938
13,147.7699737548828,-34.45580291748047,1.3842824697494507,3.5928308963775635,-4.779377460479736,-1.4859369993209839
14,161.37623596191406,-37.55440139770508,1.4974499940872192,3.8735885620117188,-5.157811164855957,-1.5614051818847656
15,168.251708984375,-39.126033782958984,1.5392016172409058,4.004673957824707,-5.350752353668213,-1.606854796409607
16,181.78237915039062,-42.2403564453125,1.5990970134735107,4.247809410095215,-5.742656707763672,-1.7076176404953003
17,196.8424530029297,-46.1917610168457,1.2681176662445068,4.4698944091796875,-5.971225738525391,-1.6948407888412476
18,209.87646484375,-49.205196380615234,1.326412558555603,4.6974263191223145,-6.372751712799072,-1.8008177280426025
19,216.38986206054688,-50.71162796020508,1.3562874794006348,4.81087064743042,-6.573855876922607,-1.8550697565078735
20,242.42330932617188,-56.734130859375,1.4787673950195312,5.262125492095947,-7.379655361175537,-2.0796632766723633
21,199.37380981445312,-46.80918884277344,1.3534222841262817,4.734886169433594,-5.834865570068359,-1.6906590461730957
22,202.66624450683594,-47.571990966796875,1.3684707880020142,4.794175148010254,-5.937966346740723,-1.7177950143814087
23,205.95628356933594,-48.33435821533203,1.383683204650879,4.853299140930176,-6.041044235229492,-1.7451740503311157
24,215.81443786621094,-50.61908721923828,1.430168867111206,5.029656887054443,-6.350158214569092,-1.8287434577941895
25,219.09703063964844,-51.37993621826172,1.4458932876586914,5.0881028175354,-6.45315408706665,-1.8570647239685059
26,225.65774536132812,-52.900634765625,1.4776030778884888,5.2044782638549805,-6.659062385559082,-1.9143739938735962
27,228.93603515625,-53.660499572753906,1.4935656785964966,5.262409687042236,-6.761973857879639,-1.943352460861206
28,202.39443969726562,-47.48301696777344,1.383699893951416,4.7547926902771,-5.929786682128906,-1.7194719314575195
29,205.6881561279297,-48.24736785888672,1.3998570442199707,4.813970565795898,-6.034801483154297,-1.7461130619049072
30,212.2684783935547,-49.774593353271484,1.432521104812622,4.931786060333252,-6.244604110717773,-1.8001281023025513
31,215.5556182861328,-50.53755187988281,1.4490002393722534,4.990423679351807,-6.349401950836182,-1.8275030851364136
32,222.12469482421875,-52.0622673034668,1.4821797609329224,5.107163906097412,-6.558783054351807,-1.882967472076416
33,225.40695190429688,-52.82407760620117,1.4988588094711304,5.1652679443359375,-6.66336727142334,-1.9110500812530518
34,231.96739196777344,-54.346622467041016,1.532338261604309,5.280946731567383,-6.872320652008057,-1.9678974151611328
35,235.24581909179688,-55.10739517211914,1.5491153001785278,5.338531017303467,-6.976685047149658,-1.9966500997543335
36,205.42173767089844,-48.22679138183594,1.4347424507141113,4.804466724395752,-6.109652042388916,-1.7272827625274658
37,208.70895385742188,-48.989253997802734,1.450649619102478,4.862882137298584,-6.214171409606934,-1.7541100978851318
38,215.27743530273438,-50.51294708251953,1.4828602075576782,4.979166507720947,-6.423067569732666,-1.8085399866104126
39,218.55909729003906,-51.274227142333984,1.4991357326507568,5.0370378494262695,-6.527441024780273,-1.8361397981643677
