,E,inter_para_1,inter_para_2,inter_para_3,inter_para_4,inter_para_5
0,228.34674072265625,-53.94476318359375,6.391036510467529,8.115106582641602,-17.432294845581055,-2.607743740081787
1,222.11106872558594,-52.6068115234375,6.05902624130249,7.682685852050781,-17.108264923095703,-2.595594882965088
2,232.10061645507812,-54.95916748046875,6.38720703125,8.06007194519043,-17.788232803344727,-2.7471110820770264
3,237.0806427001953,-56.13425827026367,6.550833702087402,8.244827270507812,-18.131649017333984,-2.8221681118011475
4,246.7911376953125,-58.42943572998047,6.869185447692871,8.599264144897461,-18.808460235595703,-2.968069076538086
5,222.22422790527344,-52.632991790771484,6.062270164489746,7.6869096755981445,-17.111909866333008,-2.6015710830688477
6,232.2152557373047,-54.985694885253906,6.390497207641602,8.06416130065918,-17.79194450378418,-2.7529544830322266
7,237.19589233398438,-56.16095733642578,6.554157257080078,8.248858451843262,-18.135391235351562,-2.8279428482055664
8,241.94203186035156,-57.28218460083008,6.7099480628967285,8.42293930053711,-18.465076446533203,-2.8992223739624023
9,246.9070587158203,-58.4563102722168,6.8725972175598145,8.6032133102417,-18.81220245361328,-2.9737069606781006
10,222.30003356933594,-52.65052795410156,6.0644450187683105,7.689733982086182,-17.11435317993164,-2.605567216873169
11,232.2920379638672,-55.003475189208984,6.392704010009766,8.066893577575684,-17.794435501098633,-2.7568657398223877
12,237.2729949951172,-56.1788330078125,6.556385040283203,8.251559257507324,-18.137897491455078,-2.83181095123291
13,222.3486328125,-52.661773681640625,6.065842151641846,7.691543102264404,-17.115922927856445,-2.6081318855285645
14,232.34120178222656,-55.01487731933594,6.39412260055542,8.068648338317871,-17.796030044555664,-2.7593746185302734
15,237.32247924804688,-56.1902961730957,6.557815074920654,8.253287315368652,-18.139501571655273,-2.8342928886413574
16,247.0344696044922,-58.48585891723633,6.876352310180664,8.607553482055664,-18.816314697265625,-2.979910135269165
17,192.4842987060547,-45.209415435791016,5.197237014770508,6.974679470062256,-14.516072273254395,-2.4865424633026123
18,201.8198699951172,-47.417274475097656,5.483142852783203,7.300175189971924,-15.205552101135254,-2.61727237701416
19,206.47088623046875,-48.5179557800293,5.625545978546143,7.461939811706543,-15.54910659790039,-2.6823556423187256
20,224.98519897460938,-52.90275573730469,6.194176197052002,8.104191780090332,-16.915250778198242,-2.9432241916656494
21,187.93360900878906,-44.255306243896484,4.769575595855713,6.640990257263184,-14.325937271118164,-2.419292449951172
22,190.27316284179688,-44.8079948425293,4.8444600105285645,6.727363109588623,-14.496678352355957,-2.4565932750701904
23,192.61058044433594,-45.3604850769043,4.9192352294921875,6.81321382522583,-14.667399406433105,-2.493856430053711
24,199.61117553710938,-47.0167350769043,5.142765998840332,7.0678558349609375,-15.179255485534668,-2.6054797172546387
25,201.94097900390625,-47.56840515136719,5.216968536376953,7.151834487915039,-15.34972858428955,-2.6426475048065186
26,206.5955352783203,-48.67112731933594,5.364842414855957,7.318579196929932,-15.690386772155762,-2.7169556617736816
27,208.92047119140625,-49.22218322753906,5.4384918212890625,7.401391983032227,-15.86057186126709,-2.7540998458862305
28,187.5832977294922,-44.172523498535156,4.770284652709961,6.633544445037842,-14.363839149475098,-2.3797476291656494
29,189.91796875,-44.72415542602539,4.845130443572998,6.718796730041504,-14.533055305480957,-2.416788101196289
30,194.57981872558594,-45.82636642456055,4.994439601898193,6.8878984451293945,-14.871282577514648,-2.490779399871826
31,196.9072723388672,-46.37696838378906,5.06889009475708,6.971792697906494,-15.040279388427734,-2.5277366638183594
32,201.55564880371094,-47.47724151611328,5.2173590660095215,7.138382911682129,-15.378018379211426,-2.601581335067749
33,203.87686157226562,-48.02692413330078,5.291360855102539,7.221126079559326,-15.5467529296875,-2.6384756565093994
34,208.51382446289062,-49.1254768371582,5.438870906829834,7.385620594024658,-15.883957862854004,-2.712214946746826
35,210.82977294921875,-49.674346923828125,5.5123701095581055,7.467416763305664,-16.05243492126465,-2.74906587600708
36,191.0732421875,-45.029869079589844,4.850823402404785,6.7043867111206055,-14.652558326721191,-2.4312448501586914
37,193.4144287109375,-45.58317947387695,4.925796031951904,6.789571285247803,-14.823033332824707,-2.468092441558838
38,198.08767700195312,-46.68838882446289,5.075243949890137,6.95853328704834,-15.163573265075684,-2.541761636734009
39,200.4199981689453,-47.24031066894531,5.149701118469238,7.042360305786133,-15.333613395690918,-2.578594207763672
40,207.4013671875,-48.89349365234375,5.371883392333984,7.291506290435791,-15.842790603637695,-2.6891136169433594
41,209.7236785888672,-49.44373321533203,5.445523262023926,7.373861789703369,-16.01220703125,-2.7259726524353027
42,214.3619384765625,-50.543128967285156,5.592146873474121,7.537671089172363,-16.350614547729492,-2.7997143268585205
43,216.67800903320312,-51.09228515625,5.66512393951416,7.619174480438232,-16.519620895385742,-2.836599349975586
44,221.30487060546875,-52.18962478637695,5.810414791107178,7.781482219696045,-16.8573055267334,-2.910383939743042
45,188.71652221679688,-44.44105529785156,4.831963062286377,6.656226634979248,-14.414597511291504,-2.41610050201416
46,193.4077911376953,-45.55045700073242,4.98049259185791,6.825289249420166,-14.758149147033691,-2.489107131958008
47,195.74850463867188,-46.10433578491211,5.054407119750977,6.909173488616943,-14.929640769958496,-2.5256009101867676
48,200.4208221435547,-47.21051788330078,5.20149564743042,7.075777530670166,-15.272052764892578,-2.598593235015869
49,202.75270080566406,-47.76287078857422,5.274668216705322,7.158545970916748,-15.44297981262207,-2.6350910663604736
50,207.4085693359375,-48.86613082885742,5.420263767242432,7.323152542114258,-15.784327507019043,-2.7080888748168945
51,209.73289489746094,-49.41710662841797,5.49269962310791,7.405040740966797,-15.954769134521484,-2.7445876598358154
52,214.37498474121094,-50.517822265625,5.636885643005371,7.568102836608887,-16.295255661010742,-2.8175594806671143
53,216.69302368164062,-51.06760787963867,5.708658695220947,7.649320602416992,-16.465330123901367,-2.8540234565734863
54,201.27366638183594,-47.60927200317383,5.022427082061768,6.789906978607178,-15.507791519165039,-2.6137759685516357
55,203.7115020751953,-48.18284225463867,5.097807884216309,6.87954044342041,-15.686684608459473,-2.651468515396118
56,208.57177734375,-49.32793426513672,5.248501300811768,7.056981086730957,-16.044452667236328,-2.726534366607666
57,210.9942626953125,-49.89939498901367,5.32379674911499,7.144807815551758,-16.22321891784668,-2.7639241218566895
58,215.82411193847656,-51.04007339477539,5.474210262298584,7.318737983703613,-16.580270767211914,-2.8384716510772705
59,218.23159790039062,-51.60924530029297,5.5492939949035645,7.404878616333008,-16.75846290588379,-2.8756537437438965
60,223.03192138671875,-52.74518966674805,5.6991095542907715,7.575629234313965,-17.114011764526367,-2.949889659881592
61,225.4248809814453,-53.31193161010742,5.773806571960449,7.660286903381348,-17.29130744934082,-2.9869682788848877
62,192.09886169433594,-45.113616943359375,5.1943511962890625,6.972514629364014,-14.46555233001709,-2.485833168029785
63,196.77914428710938,-46.221290588378906,5.338090896606445,7.135461330413818,-14.811129570007324,-2.5518739223480225
64,206.10293579101562,-48.42905044555664,5.623739242553711,7.459315299987793,-15.499837875366211,-2.6832613945007324
65,210.7484130859375,-49.529483795166016,5.765932559967041,7.620411396026611,-15.842988967895508,-2.7488019466400146
66,220.01101684570312,-51.724246978759766,6.0497026443481445,7.941282272338867,-16.526906967163086,-2.880040168762207
67,192.1410369873047,-45.1231689453125,5.197142124176025,6.97419548034668,-14.464492797851562,-2.4891357421875
68,201.4875030517578,-47.335506439208984,5.483839988708496,7.2993974685668945,-15.154679298400879,-2.6210289001464844
69,206.14312744140625,-48.43804168701172,5.626345634460449,7.4610395431518555,-15.498587608337402,-2.686673164367676
70,215.42376708984375,-50.63667297363281,5.910359859466553,7.7828168869018555,-16.184057235717773,-2.817837953567505
71,220.0506591796875,-51.73308563232422,6.05211067199707,7.94307804107666,-16.525625228881836,-2.883537530899048
72,196.8504638671875,-46.237342834472656,5.342843055725098,7.138387680053711,-14.809048652648926,-2.5577242374420166
73,201.51705932617188,-47.342105865478516,5.48582124710083,7.300647258758545,-15.153702735900879,-2.623562812805176
74,215.4529571533203,-50.643157958984375,5.912205219268799,7.784122467041016,-16.18305778503418,-2.8204386234283447
75,220.07992553710938,-51.739601135253906,6.053911209106445,7.944403171539307,-16.52464485168457,-2.8861565589904785
76,190.0237274169922,-44.689510345458984,4.932405471801758,6.781299114227295,-14.39116382598877,-2.4748289585113525
77,194.70272827148438,-45.79666519165039,5.075482368469238,6.949283123016357,-14.73678207397461,-2.5476980209350586
78,204.03648376464844,-48.007877349853516,5.360028266906738,7.281189441680908,-15.427268028259277,-2.6925787925720215
79,208.6933135986328,-49.112117767333984,5.501827239990234,7.445497035980225,-15.772217750549316,-2.764535665512085
80,218.34913635253906,-51.77468490600586,5.47340202331543,7.234348773956299,-17.11907196044922,-2.8235621452331543
81,194.89503479003906,-46.32107925415039,4.762624740600586,6.298556327819824,-15.552620887756348,-2.41196608543396
