,viscosity_train,viscosity_train_pred
0,84965.484375,84653.43042746656
1,13095.1806640625,13247.484879101828
2,2465.13037109375,2404.3552641107776
3,1199.907958984375,1219.9472527649036
4,424.1131286621094,418.9192647469644
5,7480.08935546875,7369.270995640242
6,1422.2569580078125,1433.8878747499657
7,727.781005859375,737.7060574697274
8,464.05352783203125,466.42736307915396
9,259.82281494140625,258.87935863385036
10,4675.07177734375,4725.1125398913055
11,992.2748413085938,1004.6126696402131
12,607.8935546875,596.9478836990519
13,4105.158203125,4086.3209732316614
14,788.3956909179688,786.4887146381416
15,403.42877197265625,400.47345134024744
16,117.91922760009766,118.9163705147559
17,304.9048767089844,304.2052351323571
18,83.0962905883789,82.69644565821052
19,46.52546691894531,46.830963285062985
20,8.331136703491211,8.370302834691207
21,1380.2225341796875,1382.1157138407805
22,845.560546875,833.9913368430044
23,357.8092956542969,364.10450304981816
24,125.21095275878906,123.31602411672556
25,70.10541534423828,70.7973850526416
26,42.94842529296875,42.26485642144217
27,27.938339233398438,28.304300415486125
28,1064.2225341796875,1070.8623733834297
29,671.8265991210938,678.5312343121875
30,295.8936462402344,296.03148513875556
31,206.43795776367188,209.6026728821013
32,109.9471435546875,108.46125660414073
33,82.26944732666016,84.07346505097769
34,49.898956298828125,49.341860673561925
35,39.646400451660156,39.48789970279188
36,3827.62548828125,3754.964576997539
37,2186.37451171875,2190.5719996270327
38,820.5706176757812,817.682620931027
39,533.7887573242188,532.2813202063675
40,249.63504028320312,245.66415725829668
41,179.46856689453125,180.8792736228018
42,99.48430633544922,99.32237454220716
43,75.94428253173828,76.40189538588687
44,47.4653434753418,47.49872409429244
45,2252.958984375,2273.585332978415
46,854.0587768554688,843.7974173699057
47,555.5730590820312,557.9609357384721
48,257.23760986328125,254.35523885518208
49,183.09405517578125,182.9179501772727
50,100.48416137695312,101.74863994203267
51,77.47845458984375,79.08585854601351
52,48.424217224121094,48.15927612789159
53,39.25191116333008,38.77054870301822
54,2230.542236328125,2232.2362782497444
55,1339.430419921875,1341.2249726498328
56,544.572021484375,539.9809967698704
57,368.70611572265625,367.4447700111779
58,183.09405517578125,185.01917819331672
