,viscosity_train,viscosity_train_pred
0,84965.484375,20640.28880219338
1,13095.1806640625,8742.921467751934
2,2465.13037109375,2062.6417403692944
3,1199.907958984375,871.0630743178403
4,424.1131286621094,379.7613290940698
5,7480.08935546875,6102.520431545547
6,1422.2569580078125,1424.6563224447011
7,727.781005859375,686.4957847505246
8,464.05352783203125,460.290155331273
9,259.82281494140625,292.79879702683866
10,4675.07177734375,4119.611414058543
11,992.2748413085938,1053.0918915138648
12,607.8935546875,555.4618315560664
13,4105.158203125,3759.0218683221356
14,788.3956909179688,890.7695576781106
15,403.42877197265625,432.7919503300739
16,117.91922760009766,177.83516999655723
17,304.9048767089844,260.0530285816827
18,83.0962905883789,77.53161192927058
19,46.52546691894531,48.48235687269526
20,8.331136703491211,12.392428352580305
21,1380.2225341796875,1284.6699541441897
22,845.560546875,823.8829488485574
23,357.8092956542969,438.7181654599546
24,125.21095275878906,122.14740113731742
25,70.10541534423828,81.27187195338139
26,42.94842529296875,47.82609536284949
27,27.938339233398438,33.99162713527912
28,1064.2225341796875,1232.394331208674
29,671.8265991210938,772.5415935792263
30,295.8936462402344,363.11309981259564
31,206.43795776367188,231.16095872718583
32,109.9471435546875,116.29979236520867
33,82.26944732666016,92.41465657759566
34,49.898956298828125,53.12095598606563
35,39.646400451660156,44.66161219837219
36,3827.62548828125,2816.438851344242
37,2186.37451171875,1796.3026543873805
38,820.5706176757812,710.217641739726
39,533.7887573242188,423.78604365618224
40,249.63504028320312,203.4516846184359
41,179.46856689453125,150.3895021013126
42,99.48430633544922,87.35422137308657
43,75.94428253173828,69.9333600022547
44,47.4653434753418,54.24828314290131
45,2252.958984375,2103.7085190930243
46,854.0587768554688,990.4902165185679
47,555.5730590820312,611.9191200526994
48,257.23760986328125,274.686021213943
49,183.09405517578125,188.62699640024297
50,100.48416137695312,108.89362847350812
51,77.47845458984375,85.63183378063715
52,48.424217224121094,53.756102190863686
53,39.25191116333008,44.17428905782169
54,2230.542236328125,1933.165842542691
55,1339.430419921875,1256.3208142352405
56,544.572021484375,530.3833875741785
57,368.70611572265625,339.11618647036266
58,183.09405517578125,179.8998014380137
59,135.63938903808594,132.79411366212267
60,78.25714874267578,76.7491961782121
61,61.559234619140625,62.36473401436309
62,103.54432678222656,98.77717577901639
63,51.93537139892578,56.603588794733575
64,21.541902542114258,22.642820399596086
65,11.358882904052734,13.048291172801209
66,4.178699016571045,6.047055172155784
67,232.75811767578125,178.93092504915722
68,59.14546585083008,57.36630433228785
69,35.16319274902344,35.95152059828597
70,16.60991859436035,17.50348452099618
71,11.704811096191406,12.40730886734524
72,188.6700439453125,148.0193074076941
73,98.49443817138672,86.6656148223792
74,25.790340423583984,24.973831790741915
75,17.63701629638672,18.131614477208302
76,164.0218963623047,149.72494475634093
77,85.6269302368164,89.98883333385754
78,31.500394821166992,31.357615515272283
79,21.541902542114258,22.998489417651165
80,7.845969200134277,8.481970805682097
81,57.39746856689453,56.61082004050037
82,33.784427642822266,36.66207524412505
83,26.57577133178711,28.265927936844616
84,17.814273834228516,17.928139162883838
85,14.73167610168457,15.461784680550885
86,10.590950012207031,11.041773184776613
87,70.80999755859375,67.53383556408745
88,41.2643928527832,42.65980656019808
89,32.136741638183594,33.9595955199359
90,17.28778076171875,17.6920294181573
91,14.439970970153809,14.636440100388594
92,12.182493209838867,12.40376426694369
93,10.38123607635498,10.585505531325628
94,212.72496032714844,184.98175888346674
95,151.4113006591797,143.61596918597547
96,81.45087432861328,75.81421245686458
97,61.559234619140625,61.122842265990364
98,37.71282196044922,36.325469140627675
99,30.26524543762207,30.28831422475882
100,20.49129295349121,20.360565879535667
101,17.115764617919922,17.410214759668992
102,57.974308013916016,57.31879194422711
103,44.7011833190918,46.57069072309837
104,28.2191219329834,29.613446028253385
105,22.873979568481445,22.416562202080016
106,15.799842834472656,15.863168740536755
107,13.463736534118652,13.62977971066248
108,9.874937057495117,10.397265476250869
109,95.58346557617188,88.71242635818601
110,52.98453140258789,48.74208744384555
111,33.784427642822266,35.79368233895476
112,27.38512420654297,25.80065703472659
113,22.421043395996094,21.993408341753113
114,15.642632484436035,15.032281350278947
115,13.329769134521484,13.040463483367194
116,167.33534240722656,158.6476402333505
117,121.51044464111328,121.26765423012928
118,90.92182922363281,87.37920254930133
119,69.4078369140625,68.09570692377565
120,42.521080017089844,39.77460218090718
121,34.4669189453125,33.10977513262828
122,23.103866577148438,22.43770767305361
123,19.491920471191406,19.193495612571954
124,20.287399291992188,73.1376176642802
125,194.41595458984375,126.60854283068424
126,2018.2784423828125,1514.3952913544101
127,788.3956909179688,738.5055481695113
128,518.0128173828125,504.3000620444771
129,247.15118408203125,229.13570321955586
130,179.46856689453125,180.04378203651012
131,101.49402618408203,99.74045406059976
132,78.25714874267578,78.76859329058348
133,48.910888671875,50.26239728142065
134,40.04484939575195,43.24641511687922
135,327.01300048828125,312.7844321906982
136,157.5904998779297,158.55248288292705
137,113.29556274414062,111.14103580794938
138,62.802818298339844,68.74275542302892
139,24.532529830932617,27.70780947140704
140,20.08553695678711,24.130030451278145
141,5653.33154296875,4732.729419579344
142,3229.233154296875,3488.206125656275
143,1199.907958984375,1281.3343153395545
144,765.0948486328125,834.7587643369889
145,347.2343444824219,349.6535358831034
146,242.2571563720703,249.36411007367226
147,129.0242156982422,128.40638327915156
148,96.54412078857422,97.75710059389152
149,57.974308013916016,64.4571059103653
150,8184.52294921875,5996.399047932536
151,2670.443603515625,2382.656595814974
